,place1,place2,flow,load_rate,max_flow,origin_flow,date
53,DC51,DC3,5000,0.10072927998710665,49638,0,2023-01-30
54,DC51,DC9,26300,0.10064399606638172,261337,2,2023-01-30
55,DC51,DC4,2700,0.10242403550699898,26361,0,2023-01-30
56,DC58,DC9,3800,0.10196309804762926,37288,2,2023-01-30
57,DC58,DC10,4000,0.10018032458425165,39928,0,2023-01-30
58,DC58,DC8,3300,0.10181414291003332,32412,0,2023-01-30
59,DC4,t,22300,0.0,0,0,2023-01-30
60,DC8,t,9100,0.0,0,0,2023-01-30
61,DC70,t,5200,0.0,0,0,2023-01-30
62,DC18,DC4,4400,0.10052317744625437,43771,0,2023-01-30
63,DC18,DC10,2800,0.10179597178797353,27506,0,2023-01-30
64,DC27,DC8,5800,0.10164382601380954,57062,0,2023-01-30
